names,atom_pos,atoms,water_counts
1011,"[2.0566 1.9604 9.3877 2.0554 1.87   9.3449 2.0518 1.9502 9.4871 2.0299
 1.8774 9.652  2.0899 1.8787 9.732  1.9853 1.7882 9.6452]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
710,"[2.0578 1.9188 9.3688 2.0354 1.9157 9.4662 1.9811 1.9582 9.3182 1.9757
 1.881  9.6294 2.0527 1.8189 9.6442 1.9504 1.924  9.716 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1309,"[1.9832 2.0474 9.6292 1.9869 2.0296 9.5308 1.9404 1.9698 9.6755 1.9863
 1.9595 9.3917 1.8909 1.9671 9.3625 2.0365 1.902  9.3271]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
132,"[2.0016 2.152  9.3131 2.087  2.1262 9.2679 1.9848 2.2497 9.2993 2.0125
 1.9969 9.5972 2.0787 2.0454 9.6544 2.0071 2.0412 9.5077]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
33,"[2.0309 1.9488 9.3124 1.9587 1.9077 9.2568 2.0552 2.0382 9.2747 1.9983
 1.944  9.5838 1.9787 2.0398 9.5631 2.0118 1.8936 9.4984]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
31,"[1.9894 2.0445 9.3311 1.9498 2.0348 9.4223 1.9161 2.0511 9.2634 1.9565
 1.9854 9.5964 1.9116 1.897  9.6099 1.9289 2.0482 9.6692]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
612,"[1.9932 2.0134 9.6281 2.0758 2.0642 9.6525 1.9949 1.9918 9.5305 2.0306
 1.8896 9.3797 2.0308 1.8938 9.2798 2.0243 1.7943 9.409 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
850,"[1.9615 1.9928 9.3602 1.9985 2.0028 9.4526 1.976  2.0776 9.3092 2.0399
 2.0901 9.626  2.1221 2.045  9.6607 2.0171 2.1677 9.6848]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
270,"[2.0106 2.0139 9.5978 2.0847 1.9969 9.6628 1.924  1.9831 9.6372 2.0177
 2.0307 9.3314 2.0292 2.025  9.4306 2.0367 2.124  9.3009]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
772,"[2.0736 1.8844 9.6553 2.0599 1.786  9.6659 2.1652 1.9089 9.6874 2.0236
 1.9337 9.398  2.1135 1.9494 9.3572 2.0349 1.9005 9.4917]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
944,"[2.0842 1.9953 9.6558 2.0812 1.9029 9.6177 2.0565 1.9927 9.7518 2.0213
 2.0183 9.3717 2.0188 2.042  9.4688 2.0143 2.1017 9.3169]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1104,"[2.0762 2.0075 9.6314 1.9799 1.9913 9.6533 2.1338 1.9648 9.7012 2.1107
 1.9421 9.3502 2.108  1.9568 9.4491 2.0807 2.0252 9.3034]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
392,"[1.948  1.9486 9.6236 1.9425 1.8492 9.6141 1.8625 1.9832 9.6621 1.9764
 1.9463 9.3579 1.9675 1.9599 9.4566 1.984  2.035  9.3125]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1307,"[2.024  2.02   9.4291 1.9439 2.0027 9.3718 2.01   2.1041 9.4814 2.0859
 1.8632 9.6725 2.058  1.9233 9.5976 2.1543 1.9095 9.7288]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
446,"[2.1347 1.9414 9.651  2.1023 1.9733 9.5619 2.0564 1.9196 9.7092 2.0337
 2.0047 9.4094 2.0636 1.9419 9.3376 2.0027 2.0903 9.368 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
537,"[2.081  1.9388 9.618  2.1524 1.9202 9.6854 1.9995 1.9734 9.6645 2.1095
 1.8999 9.3643 2.1057 1.9048 9.4641 2.205  1.9013 9.3345]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1935,"[1.9979 1.9433 9.6648 1.9969 1.9392 9.5649 2.0368 2.0306 9.6942 1.9928
 1.9331 9.4036 2.0094 1.8649 9.3324 1.992  2.0244 9.3628]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
229,"[1.9947 2.1075 9.3039 2.0859 2.1059 9.2628 2.0025 2.0942 9.4027 2.032
 2.0066 9.5638 2.0304 2.049  9.6543 1.9782 1.9224 9.5654]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1522,"[1.9504 1.9691 9.6253 1.9002 2.0259 9.6904 1.9733 2.0233 9.5444 2.091
 1.9056 9.3243 2.1214 1.8493 9.4011 2.0262 1.8537 9.2686]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1234,"[2.0226 1.8621 9.3193 2.1126 1.8471 9.2783 2.0059 1.9603 9.328  2.0264
 1.9208 9.6221 2.0501 1.866  9.5418 2.1094 1.9612 9.6605]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1012,"[2.0593 2.0161 9.3898 2.0789 1.9822 9.4818 1.9769 1.9716 9.3547 2.0789
 1.9045 9.6325 2.1667 1.8663 9.6615 2.0116 1.8925 9.7055]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
175,"[2.0012 2.0251 9.5847 1.9626 1.9372 9.6124 1.976  2.0951 9.6516 2.0697
 2.033  9.3196 1.9789 1.9955 9.3011 2.0797 2.0495 9.4177]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
895,"[1.9848 1.892  9.6491 1.9333 1.8151 9.687  1.9442 1.9779 9.68   2.0203
 1.9119 9.3543 1.9729 1.8262 9.3342 1.9969 1.9421 9.4466]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
24,"[1.9898 2.0438 9.6275 2.0897 2.0399 9.6244 1.9562 1.9826 9.699  2.0394
 2.0228 9.3296 1.998  1.9743 9.2525 2.0238 1.971  9.4137]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
817,"[2.023  1.9882 9.3128 2.0279 2.0105 9.4102 2.1066 1.9407 9.2852 2.0482
 2.0174 9.5967 2.1186 2.0543 9.6575 1.9641 2.0704 9.6071]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
848,"[1.9586 2.0671 9.338  1.9897 2.0132 9.4163 1.8806 2.0215 9.2951 2.0701
 1.9088 9.5362 2.1285 1.9252 9.6157 2.1068 1.8325 9.483 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
123,"[2.0122 1.8872 9.3598 2.0527 1.9706 9.3222 1.9393 1.8553 9.2992 2.0598
 1.8886 9.6063 2.0437 1.8956 9.5078 1.9723 1.8794 9.6538]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
372,"[2.018  2.063  9.6337 2.1082 2.0783 9.674  2.0265 2.0571 9.5342 2.0382
 2.0637 9.3651 1.9676 2.0014 9.3313 2.0181 2.1567 9.3341]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1103,"[2.0052 2.0171 9.3196 1.9995 2.0307 9.4185 1.9984 1.9195 9.2989 2.0163
 2.0456 9.5809 2.0463 1.9676 9.6357 1.9595 2.1059 9.6369]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
448,"[2.025  1.9103 9.5974 2.0527 1.9963 9.6403 2.0474 1.834  9.6581 1.9537
 2.0051 9.3384 1.9608 1.9592 9.427  2.0172 1.9628 9.2738]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
253,"[2.0361 1.9927 9.6176 2.0844 1.911  9.6491 2.0627 2.0709 9.6739 1.9499
 1.9873 9.3642 1.8564 1.9517 9.364  1.9884 1.9792 9.4561]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1188,"[2.0525 2.0347 9.3297 2.1149 1.9801 9.2738 2.045  1.994  9.4207 2.0372
 1.8948 9.5573 1.9718 1.8434 9.6127 2.1257 1.8972 9.6038]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1274,"[2.0034 1.9392 9.6146 2.0508 2.0067 9.671  1.9153 1.9169 9.6563 2.0454
 1.8863 9.3488 2.0443 1.9327 9.4374 2.0313 1.7883 9.3623]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1683,"[1.9593 2.0282 9.6422 1.9085 2.0834 9.7083 1.9493 1.9313 9.6651 2.0053
 2.0463 9.3553 2.0034 2.022  9.4522 2.0275 1.9652 9.301 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1185,"[2.0407 2.0885 9.6671 2.1222 2.1006 9.7236 2.0127 2.1768 9.6295 1.958
 2.017  9.3809 1.9934 1.9334 9.339  1.9862 2.0207 9.4768]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
668,"[2.1055 1.9409 9.6644 2.0344 1.8925 9.7154 2.1444 2.013  9.7216 2.0793
 1.942  9.3837 2.0443 1.8533 9.3535 2.0878 1.9424 9.4833]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
517,"[2.0499 2.0124 9.3209 2.0367 2.0149 9.42   2.0237 2.1006 9.2816 2.0098
 1.9459 9.5948 1.9884 1.8705 9.5327 2.0854 1.9193 9.6546]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1507,"[2.0155 1.9634 9.6251 1.9985 1.9814 9.5282 1.9751 2.0365 9.6801 1.9448
 1.9664 9.3379 1.8484 1.9843 9.3184 1.9673 1.8726 9.3116]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
102,"[1.9799 2.0241 9.5786 2.0208 2.0112 9.6689 1.9729 2.1219 9.5588 2.0351
 1.9522 9.3075 2.1221 1.9796 9.2666 2.0291 1.9884 9.4005]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1278,"[1.9696 1.9923 9.649  2.0485 2.0367 9.6914 1.9628 1.898  9.6818 1.9944
 2.0496 9.3647 1.9701 2.0318 9.4601 1.9111 2.0648 9.3114]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
680,"[1.9773 2.0475 9.3317 1.9485 1.964  9.2849 1.9362 2.1268 9.2867 2.0248
 2.0183 9.5952 1.9946 2.0335 9.5011 2.1247 2.0143 9.598 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1394,"[2.0157 2.0233 9.5302 1.9316 1.9844 9.5678 2.0321 1.9854 9.4391 2.0321
 1.8734 9.3125 2.1173 1.8214 9.3181 1.9651 1.8219 9.259 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1210,"[1.9946 1.9291 9.6814 2.012  1.8929 9.5898 2.0524 2.0092 9.6971 1.9594
 1.9932 9.4008 1.9632 2.0906 9.4232 1.8826 1.9761 9.3391]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
196,"[1.9586 2.0153 9.6583 1.8941 1.9472 9.6931 1.9886 1.9889 9.5666 1.993
 1.9801 9.3545 2.0559 2.0346 9.299  1.8992 1.9959 9.3238]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
640,"[1.9633 1.9647 9.5999 1.994  2.0142 9.5186 1.9154 1.8814 9.5722 1.9852
 2.0443 9.3219 2.0117 2.1229 9.2659 1.8988 2.007  9.2883]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1349,"[1.9779 1.9914 9.5914 1.9992 2.0756 9.641  1.9662 2.0119 9.4943 1.9568
 2.0807 9.3065 1.8706 2.0945 9.2578 2.0293 2.1327 9.2613]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1081,"[2.0323 1.9079 9.5851 1.9411 1.8843 9.5515 2.0287 1.996  9.6322 2.0924
 1.9253 9.3087 2.0952 1.9296 9.4086 2.1386 1.8423 9.2776]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1190,"[2.0411 1.8829 9.3325 2.0543 1.9775 9.3029 2.0286 1.8804 9.4317 2.0402
 1.8762 9.6114 2.1224 1.9205 9.6471 2.0251 1.79   9.6599]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1489,"[2.0722 1.9249 9.5879 1.9869 1.9568 9.6292 2.1195 1.8641 9.6517 2.0061
 1.9239 9.3204 2.0293 2.0184 9.2973 2.0137 1.911  9.4193]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1692,"[2.019  1.9917 9.6531 1.9411 1.9436 9.6933 2.0165 2.0878 9.6804 1.9988
 1.9764 9.3835 1.9553 1.8935 9.3485 2.0035 1.9721 9.4833]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1217,"[2.0186 2.0239 9.5682 2.0117 2.0871 9.6454 2.0749 1.9455 9.5942 2.0327
 2.096  9.2866 2.0303 2.0801 9.3853 2.095  2.0306 9.2438]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
321,"[1.9709 2.0598 9.6815 2.0463 2.0378 9.7433 1.9341 2.1499 9.7046 2.0216
 2.0997 9.3901 2.0219 2.0971 9.49   2.0226 2.0063 9.3543]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
533,"[2.0487 1.8967 9.5867 2.1148 1.8503 9.6456 2.0602 1.9956 9.5952 2.0928
 1.8828 9.2881 2.0964 1.8641 9.3863 2.0561 1.9745 9.273 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1973,"[2.1202 1.8571 9.6645 2.1403 1.7683 9.706  2.2008 1.9159 9.671  2.072
 1.8826 9.3505 2.0521 1.8771 9.4483 2.087  1.9781 9.325 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
626,"[1.9253 2.0104 9.3354 1.9325 2.101  9.2936 1.9715 1.9432 9.2776 2.0399
 1.8869 9.616  2.0191 1.9214 9.5245 2.0882 1.9573 9.668 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
468,"[2.0395 2.1226 9.3358 2.0137 2.1    9.4298 1.9892 2.0638 9.2724 2.0449
 1.9226 9.5426 2.1138 1.8867 9.6056 2.0521 1.8752 9.4549]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1776,"[2.0856 1.9869 9.679  2.0189 1.9236 9.7184 2.1729 1.9771 9.7267 2.0068
 2.0315 9.3641 2.0287 2.0126 9.4599 2.0912 2.0496 9.3136]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
802,"[1.9965 2.0256 9.3244 2.0149 2.0448 9.4208 1.9894 1.9268 9.3108 2.0674
 2.0353 9.6099 2.0645 2.1274 9.6487 2.1352 1.9806 9.659 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1897,"[1.9877 1.9453 9.3259 1.9969 1.9313 9.4245 1.9264 2.0224 9.3088 1.9896
 1.9265 9.5807 2.0164 2.0127 9.6237 1.9243 1.8788 9.6395]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
291,"[2.037  1.9187 9.6487 2.0274 1.9178 9.5492 1.9477 1.9027 9.6909 2.0347
 1.9721 9.3824 2.0889 2.054  9.3637 2.0701 1.8956 9.3285]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1677,"[2.1108 1.9265 9.602  2.0927 1.9295 9.5037 2.0588 1.8517 9.6432 2.0382
 2.0185 9.3093 1.9853 2.0952 9.3455 2.0988 2.0511 9.2367]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1184,"[1.9585 2.2012 9.2946 2.0226 2.1541 9.234  1.9672 2.1646 9.3873 2.0056
 2.0133 9.5197 2.059  1.9755 9.5953 1.9864 1.9413 9.453 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1731,"[1.9979 1.9441 9.364  1.9834 1.9201 9.46   1.9761 1.8655 9.3062 1.9899
 1.8946 9.661  2.0594 1.8279 9.6879 2.008  1.9818 9.7064]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
142,"[2.0236 1.9922 9.6706 1.9361 2.0395 9.6802 2.0813 2.0124 9.7497 2.0514
 2.0054 9.4019 2.0482 1.9971 9.5015 1.9587 1.9989 9.365 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1644,"[2.0196 2.0929 9.6115 1.9285 2.0945 9.6528 2.0889 2.0929 9.6836 2.0417
 2.0615 9.3597 2.0243 1.9654 9.338  2.0399 2.0741 9.4589]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
228,"[2.115  1.9253 9.615  2.2078 1.9549 9.6374 2.049  1.9827 9.6634 2.0755
 1.9215 9.3412 2.0659 1.9149 9.4405 1.9946 1.8825 9.2972]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
498,"[2.0136 2.0629 9.6562 2.0861 2.0283 9.7158 1.9917 2.157  9.6816 1.9632
 1.9934 9.3998 1.8681 2.0087 9.3731 1.978  2.0287 9.4922]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
109,"[2.0739 1.9872 9.6714 2.0559 2.0335 9.5846 1.9876 1.9558 9.7109 2.0146
 2.0796 9.4284 1.9323 2.1082 9.3792 2.093  2.0819 9.3664]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1292,"[2.0006 2.1246 9.6044 1.9876 2.0371 9.6509 1.9326 2.1902 9.6374 2.0178
 2.1373 9.3086 1.936  2.0854 9.2837 2.0224 2.1465 9.408 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
326,"[2.0433 2.0556 9.3806 1.9652 2.0887 9.3276 2.0298 2.0777 9.4772 2.0155
 2.0783 9.6634 1.9407 2.0257 9.7037 2.1029 2.0364 9.688 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
936,"[2.0008 1.9893 9.6826 1.9727 2.0799 9.714  2.0962 1.9734 9.7078 2.0047
 1.9506 9.4124 2.0118 1.953  9.5121 2.0809 2.0015 9.3723]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1342,"[2.0653 2.045  9.6657 2.1287 1.9741 9.6965 2.0249 2.0179 9.5783 1.9674
 1.9958 9.4267 1.8798 2.044  9.4297 1.9654 1.9279 9.3533]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1459,"[1.9626 1.9338 9.3022 1.9869 1.9223 9.3985 1.953  1.8439 9.2593 2.0374
 1.935  9.5874 1.9632 1.9899 9.6259 2.0985 1.9053 9.6608]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1311,"[2.0116 2.0229 9.5874 2.025  2.0248 9.4883 2.0542 1.9408 9.6253 2.0451
 2.0376 9.3177 2.0278 1.9437 9.2881 2.1409 2.0608 9.3009]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
615,"[2.0155 1.9003 9.3299 2.0368 1.9962 9.3111 2.013  1.8855 9.4288 1.9683
 1.9516 9.6129 1.9048 1.9174 9.6822 2.0165 2.0317 9.6486]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1033,"[2.014  2.0853 9.6578 1.9927 2.0264 9.5799 2.0767 2.0377 9.7194 2.0521
 1.9054 9.4481 2.0918 1.8411 9.5136 2.1249 1.9452 9.3922]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
753,"[2.0715 2.0117 9.6757 2.0442 2.1027 9.7069 2.1713 2.0063 9.6718 2.0261
 1.9503 9.4048 2.0591 1.9573 9.499  2.0718 2.0191 9.3484]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
156,"[1.954  1.9639 9.6404 1.9365 2.0607 9.6586 1.9177 1.9088 9.7156 2.0091
 1.8836 9.3866 1.9964 1.9165 9.4802 2.0205 1.7842 9.3874]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
20,"[2.0801 1.8949 9.6807 2.0508 1.9897 9.6686 2.0062 1.8423 9.7227 2.0594
 1.9271 9.4122 2.1285 1.9959 9.3899 2.0727 1.8958 9.5063]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1245,"[1.9943 1.9698 9.3685 1.9494 2.0102 9.2888 2.0112 1.8727 9.3516 2.0247
 1.9913 9.6575 1.9997 1.999  9.561  2.0758 1.9066 9.6721]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
529,"[2.0226 2.0077 9.6618 1.9725 2.0857 9.6993 1.979  1.9227 9.6914 2.0301
 1.9635 9.3848 2.0429 1.9665 9.4839 2.0634 2.0487 9.3443]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1095,"[2.0043 2.0953 9.3656 1.9659 2.0532 9.4478 1.9775 2.0421 9.2853 1.9508
 2.0033 9.6288 2.001  1.9329 9.6791 1.9167 2.0721 9.6928]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
308,"[1.9684 1.9621 9.6283 2.058  1.9336 9.6622 1.8968 1.9189 9.683  2.0071
 1.8932 9.3579 2.0021 1.9236 9.4531 2.1015 1.9002 9.3257]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1689,"[1.9948 1.932  9.5483 1.9918 1.9735 9.4574 1.9016 1.9184 9.5819 1.9288
 2.0275 9.3147 1.8552 2.0929 9.3322 1.902  1.9663 9.2402]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1163,"[1.9441 2.024  9.3214 1.9673 2.0397 9.4174 2.0014 2.0819 9.2634 2.0289
 2.0478 9.5988 2.0373 2.1351 9.6468 1.9391 2.008  9.6174]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1208,"[2.0388 1.911  9.6574 2.0397 1.9234 9.5582 2.1258 1.8715 9.6869 2.0582
 1.8843 9.3643 2.1154 1.9272 9.2943 2.0272 1.7949 9.3318]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1405,"[2.0617 2.0295 9.5962 2.1025 2.1208 9.5926 1.9855 2.0295 9.661  1.9991
 1.9486 9.3204 1.9134 1.9875 9.2866 2.0096 1.9705 9.4174]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
150,"[1.9289 2.0722 9.6538 1.8692 2.0612 9.7333 1.9522 2.1688 9.6428 2.0458
 1.9004 9.4803 2.0842 1.9634 9.4128 2.0005 1.9527 9.5526]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1614,"[2.0569 1.8734 9.6598 2.1075 1.8249 9.7311 2.0405 1.9677 9.6887 2.0303
 1.9506 9.3819 2.0736 1.8713 9.3391 2.0346 1.9412 9.4814]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1791,"[2.072  1.9498 9.5471 2.1703 1.9355 9.5358 2.0436 1.9163 9.637  1.9912
 2.0445 9.2984 1.9197 2.0395 9.2287 1.9664 1.9862 9.3758]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
956,"[2.0678 1.9364 9.4401 2.0982 1.8816 9.3621 2.0323 2.024  9.4074 2.
 2.156  9.6814 2.0216 2.0682 9.6386 2.0816 2.2139 9.6817]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1868,"[1.9793 2.0768 9.6229 2.0157 2.1661 9.6493 1.9838 2.0671 9.5234 2.0182
 2.1115 9.3329 2.0798 2.0374 9.3063 1.9264 2.0928 9.298 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
542,"[2.0193 1.8705 9.5998 1.9921 1.7861 9.6461 2.1047 1.9042 9.6394 2.0111
 1.9219 9.327  2.1087 1.9195 9.305  1.9991 1.9143 9.4259]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1978,"[2.0009 1.8787 9.6711 1.9838 1.9544 9.7341 1.9517 1.7974 9.7025 1.9646
 2.0107 9.4145 1.9289 2.0946 9.4556 2.0111 1.9564 9.4844]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1250,"[2.0256 1.9129 9.657  2.078  1.9965 9.6732 2.0716 1.8358 9.7009 2.126
 1.9045 9.3202 2.1359 1.8731 9.4146 2.0289 1.9137 9.2981]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1699,"[2.0773 1.9996 9.3151 2.1431 2.0723 9.2957 2.0553 1.9997 9.4126 2.008
 1.9956 9.5783 2.0164 2.0835 9.6254 1.9895 1.9236 9.6452]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1479,"[2.0434 1.9033 9.4293 1.9871 1.9337 9.5062 2.1362 1.9389 9.4398 1.9481
 1.9931 9.6679 1.926  2.0847 9.7015 2.0177 1.952  9.7267]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
311,"[2.1176 1.8725 9.6831 2.022  1.8534 9.6607 2.1369 1.8412 9.776  2.0876
 1.8874 9.3743 2.0856 1.886  9.4743 2.1733 1.9284 9.3432]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
273,"[2.0736 1.9239 9.629  2.0131 1.9785 9.6871 2.1083 1.8459 9.6811 2.0758
 1.9044 9.3287 2.0756 1.9221 9.4271 1.9847 1.9221 9.2914]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1048,"[2.0052 1.8998 9.6246 2.0795 1.833  9.6285 2.0053 1.9546 9.7082 1.973
 2.0769 9.3983 1.9727 2.0187 9.4796 1.9995 2.1698 9.4239]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
623,"[2.0194 1.9955 9.4066 2.0025 1.903  9.3725 2.1081 1.9985 9.4525 1.929
 1.9375 9.6782 1.913  1.9701 9.585  2.0168 1.9724 9.711 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1315,"[2.0668 1.8781 9.6479 2.0626 1.8694 9.5483 1.9969 1.8199 9.6894 2.011
 1.8758 9.3547 1.9561 1.9511 9.3185 2.0331 1.8121 9.2809]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
382,"[2.0098 1.9679 9.5466 1.9847 1.9239 9.4603 2.1084 1.9845 9.5481 2.0316
 1.8573 9.3097 1.9736 1.7868 9.2689 2.0133 1.9452 9.2656]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
591,"[1.9793 1.9035 9.6718 1.8816 1.8903 9.6884 2.0094 1.9881 9.7158 2.0094
 1.8794 9.3846 2.0025 1.8665 9.4836 1.9325 1.9347 9.3527]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
99,"[2.0416 1.9121 9.611  2.0588 1.9233 9.5132 2.1279 1.9193 9.6611 2.0952
 1.9033 9.3542 2.1839 1.9268 9.3145 2.0229 1.9524 9.3056]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1840,"[2.0142 1.9253 9.4438 2.0712 1.9736 9.5104 1.924  1.9081 9.4834 2.0425
 2.0982 9.6669 2.0803 2.1794 9.7114 2.0845 2.0163 9.706 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
306,"[2.0597 1.9316 9.5741 2.0192 2.0087 9.6233 2.0765 1.8565 9.6379 2.0724
 1.8938 9.2952 2.0762 1.9079 9.3941 2.124  1.9662 9.2492]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1972,"[2.0166 1.8677 9.5929 2.0718 1.8924 9.6726 1.9364 1.8159 9.6226 2.0934
 1.908  9.3394 2.0435 1.874  9.4191 2.057  1.9972 9.3128]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
205,"[1.9999 2.0686 9.2988 1.9169 2.0388 9.2515 2.0411 2.1448 9.2489 2.0116
 1.9381 9.5413 1.9932 1.9858 9.4554 2.0012 2.0017 9.6177]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
300,"[2.0374 1.9172 9.6148 2.076  1.9966 9.6617 1.962  1.8799 9.669  2.1035
 1.9255 9.3236 2.0082 1.931  9.2936 2.1075 1.9331 9.4233]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1051,"[2.0576 1.9763 9.634  1.9924 1.9053 9.6606 2.1504 1.9462 9.6558 2.0133
 1.9981 9.3655 2.0282 2.0139 9.4631 2.0969 1.962  9.3243]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1169,"[2.0425 1.9525 9.3902 2.0424 1.942  9.4896 2.0739 2.0444 9.3664 2.1036
 1.9486 9.6727 2.1499 1.9085 9.7517 2.1121 2.0482 9.6761]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1966,"[1.9876 2.0228 9.5841 2.0107 1.9496 9.6481 1.9841 2.11   9.633  1.9996
 1.985  9.3164 2.012  2.0091 9.4126 1.9218 2.0355 9.2791]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
