names,atom_pos,atoms,water_counts
1435,"[2.0345 1.9255 9.6427 2.1194 1.938  9.6939 1.9703 1.8715 9.6972 1.9693
 2.0189 9.3802 1.9748 1.9955 9.4773 1.9547 1.9357 9.3267]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
346,"[2.0729 2.1039 9.3144 1.9764 2.1254 9.2996 2.0851 2.0673 9.4067 2.0618
 2.0086 9.5787 2.0341 2.0869 9.6344 1.9988 1.9326 9.5942]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
538,"[2.0291 1.926  9.4716 2.0413 1.8945 9.5658 2.0517 1.8518 9.4085 2.0199
 2.1475 9.3302 2.0057 2.0554 9.3667 2.0743 2.2009 9.3948]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1742,"[2.0721 2.0121 9.3779 2.0246 1.9403 9.3271 2.1296 2.0647 9.3152 2.0495
 2.0839 9.6452 2.139  2.1196 9.672  2.0452 2.0761 9.5456]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
852,"[2.0252 2.0601 9.3321 2.0131 2.0651 9.4312 2.0325 1.9643 9.3042 2.0562
 1.9859 9.6035 2.15   1.9849 9.5688 2.0527 2.0381 9.6887]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1902,"[2.0712 1.9632 9.6077 2.0782 1.8671 9.6346 2.0687 2.0205 9.6896 2.0043
 1.9958 9.3613 1.9043 1.9986 9.3613 2.0375 1.9923 9.4555]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1017,"[2.0652 1.9207 9.6096 1.9908 1.8723 9.6556 2.0798 2.0092 9.6538 2.0749
 1.965  9.3194 2.1673 1.9605 9.2813 2.0784 1.9463 9.4175]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
888,"[1.9462 1.9278 9.6804 1.965  1.8334 9.7076 1.9937 1.9904 9.7422 2.0525
 1.933  9.4412 1.9883 1.9451 9.5169 2.1454 1.9252 9.4773]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1352,"[2.0143 2.0515 9.3097 2.0308 2.0024 9.3953 1.9576 1.9953 9.2495 1.9924
 1.9608 9.5668 1.9408 2.0355 9.6088 2.0749 1.9429 9.6204]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1072,"[2.0087 2.0887 9.3078 2.0737 2.0457 9.2451 2.0169 2.0469 9.3983 2.0533
 1.9952 9.5547 2.1039 2.0786 9.5765 2.0469 1.9378 9.6364]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1590,"[2.1038 1.9509 9.6489 2.0711 1.9531 9.5544 2.1994 1.98   9.6518 2.0421
 1.9159 9.3587 2.1024 1.9709 9.3008 2.0357 1.8233 9.3215]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
104,"[1.992  1.8558 9.5946 2.0389 1.8688 9.6819 1.9552 1.763  9.59   1.9956
 1.9859 9.3565 2.0887 1.9597 9.3309 1.9797 1.9628 9.4525]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
166,"[1.97   2.0786 9.3273 1.9659 2.0631 9.426  1.9318 1.9995 9.2795 1.9708
 2.0055 9.6036 1.8968 1.9471 9.6372 2.0587 1.9615 9.6216]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1070,"[2.0235 2.1082 9.3771 2.0537 2.0352 9.3159 1.9837 2.0682 9.4597 1.9319
 2.0108 9.6235 1.8901 2.0687 9.6936 1.9237 1.9148 9.6504]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1570,"[2.0993 2.0041 9.6063 2.0094 1.9646 9.6252 2.1148 2.0821 9.6669 1.9885
 1.9157 9.3334 2.0143 1.9465 9.425  2.0631 1.8622 9.2939]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
580,"[1.9592 1.9527 9.5817 1.9429 2.0343 9.6372 1.9795 1.8752 9.6415 2.0173
 2.0512 9.2935 2.1083 2.046  9.2524 2.0194 2.01   9.3846]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1326,"[2.0725 1.9673 9.4178 2.026  2.0547 9.4036 2.1354 1.9503 9.342  2.1164
 1.8756 9.6743 2.1264 1.9326 9.5928 2.1623 1.7879 9.6595]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1556,"[2.0635 1.9698 9.5773 1.967  1.9594 9.6016 2.0725 1.9744 9.4778 2.0205
 1.9435 9.3078 1.9383 1.9454 9.2509 2.0833 1.8739 9.2731]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1470,"[2.0766 1.8743 9.5831 2.1309 1.9294 9.6465 2.0649 1.7823 9.6207 2.0141
 1.9823 9.3591 2.0445 1.944  9.4464 1.9142 1.9851 9.357 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
394,"[2.03   1.9365 9.563  2.0612 1.8644 9.5012 1.9937 2.0129 9.5096 1.965
 2.1054 9.3591 2.0413 2.1693 9.3497 1.891  2.1327 9.2976]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1281,"[2.0706 1.9225 9.5724 1.9802 1.965  9.5692 2.105  1.9101 9.4794 2.1153
 1.89   9.3017 2.1621 1.9341 9.2251 2.0547 1.8184 9.2669]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
744,"[1.9524 1.972  9.6562 1.9558 2.0704 9.6735 1.8761 1.9319 9.7069 1.9878
 2.0222 9.3747 1.9948 1.998  9.4715 1.8931 2.0117 9.3445]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
929,"[2.103  1.9013 9.6061 2.052  1.9807 9.6391 2.1088 1.9044 9.5063 2.1165
 1.9358 9.3343 2.1649 2.0163 9.3001 2.0185 1.9459 9.317 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
408,"[1.9919 1.9046 9.5887 2.0654 1.9686 9.6114 1.9928 1.8864 9.4904 2.0084
 1.8677 9.2994 2.0264 1.7721 9.2764 2.0808 1.9254 9.2617]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
743,"[2.0035 2.0163 9.5555 1.9744 2.0487 9.6455 1.9237 1.9858 9.5036 2.0912
 1.9151 9.3144 2.0934 1.9507 9.4078 2.0101 1.9499 9.2673]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
145,"[2.0165 1.9961 9.6074 2.0835 2.0699 9.6148 1.9278 2.0282 9.6406 2.0758
 1.9494 9.34   2.175  1.9549 9.3286 2.0543 1.9311 9.4359]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1749,"[2.0443 1.9064 9.3868 2.0239 1.9048 9.4847 1.9702 1.9526 9.3381 1.9427
 2.0039 9.6434 1.9335 2.0889 9.5916 1.8718 1.9999 9.7138]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1529,"[2.0576 2.0092 9.5982 1.972  2.0036 9.6497 2.1335 1.9805 9.6565 2.0307
 2.0226 9.3115 2.0065 1.9328 9.2746 2.0509 2.0142 9.4091]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
597,"[2.0125 2.091  9.5645 2.0423 2.1619 9.6284 1.932  2.0445 9.6013 1.9993
 1.9413 9.3281 2.0237 2.0017 9.4039 2.0804 1.923  9.2726]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1484,"[2.0589 1.9113 9.5981 2.1238 1.8654 9.6588 2.0173 1.9885 9.6462 1.9683
 1.9038 9.3357 2.0145 1.8244 9.2961 1.9927 1.9117 9.4324]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1671,"[2.0431 1.9337 9.6703 2.0484 1.9173 9.5718 2.0448 1.8462 9.7188 2.0821
 1.9226 9.4064 2.1416 1.9921 9.3659 2.054  1.8575 9.3358]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1016,"[2.0142 1.9831 9.3628 2.034  1.9817 9.4608 1.9154 1.99   9.3489 2.0291
 2.0471 9.6459 2.1203 2.0875 9.6525 1.965  2.1003 9.7011]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1850,"[2.0244 2.1232 9.6179 2.0445 2.0293 9.5901 2.1056 2.1636 9.66   2.0644
 1.8882 9.5065 2.1015 1.8357 9.5831 2.0514 1.8278 9.4278]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1084,"[2.0643 1.9709 9.5746 2.0757 1.8897 9.6319 2.0991 2.0511 9.6231 1.9825
 1.9035 9.326  1.9943 1.9367 9.4196 2.0718 1.8812 9.287 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1580,"[1.9929 1.9825 9.629  1.9175 1.9861 9.6946 2.0786 1.9651 9.6776 2.0123
 1.974  9.3218 2.106  1.9681 9.2872 2.0128 1.9646 9.4213]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1680,"[2.0148 1.9134 9.372  1.937  1.9368 9.3136 1.989  1.9248 9.468  1.9494
 1.9279 9.6854 1.886  1.8507 9.6899 1.93   1.9915 9.76  ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
592,"[1.9814 2.0604 9.5995 2.0504 2.0665 9.6717 1.8952 2.0279 9.6384 2.0551
 1.9995 9.3593 2.0292 2.0122 9.455  2.0134 2.0713 9.3036]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1860,"[2.0265 1.9375 9.5811 2.1034 1.9147 9.6408 1.9476 1.9636 9.6367 2.0141
 2.0653 9.3403 1.9157 2.0779 9.3272 2.0314 2.0319 9.4329]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1663,"[2.0746 1.929  9.6731 2.0072 1.8573 9.691  2.0312 2.0187 9.6824 2.0197
 2.0008 9.4013 2.0196 1.9703 9.4966 2.1086 1.9809 9.3601]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1518,"[2.0566 1.9059 9.3112 2.1141 1.8243 9.3175 2.1097 1.9812 9.2727 2.107
 1.9404 9.5956 2.0917 1.8964 9.5071 2.0598 2.0286 9.5976]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
411,"[1.9616 1.9403 9.6501 2.0448 1.8991 9.6872 1.9619 1.9322 9.5504 1.9911
 1.8909 9.3768 2.0781 1.9325 9.3502 1.9834 1.8003 9.3352]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
452,"[2.0275 1.9538 9.5578 2.0151 1.8691 9.6095 2.0221 2.032  9.6199 2.029
 2.0019 9.2965 2.0461 1.996  9.3949 1.9513 1.9437 9.2727]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1667,"[1.9798 2.0143 9.6509 1.9785 2.0123 9.5509 1.9538 1.9245 9.6864 2.0383
 2.009  9.3193 2.0921 1.9341 9.358  2.0815 2.0408 9.2348]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
356,"[2.0216 2.0853 9.5459 1.9678 2.1384 9.6114 2.0581 2.0039 9.5911 2.1137
 1.8862 9.314  2.0662 1.9399 9.3837 2.1724 1.9463 9.2599]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
764,"[2.0073 2.0628 9.3617 1.9193 2.0386 9.3208 2.0203 2.0106 9.4461 2.018
 1.909  9.5964 2.0476 1.8338 9.6554 2.0172 1.9941 9.6487]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
948,"[2.0553 1.9938 9.3628 2.0561 2.0012 9.4625 2.1426 1.9564 9.3314 2.0512
 2.0326 9.661  2.1223 2.028  9.7311 1.9618 2.018  9.7033]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
307,"[2.0864 1.9399 9.5911 2.0365 2.0034 9.6501 2.123  1.8649 9.6463 2.007
 1.9642 9.3247 2.0255 1.9674 9.4229 2.0931 1.9542 9.2749]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1545,"[2.1301 1.9183 9.6638 2.1816 1.8456 9.7092 2.1795 2.0048 9.673  2.0618
 1.923  9.3924 2.0884 1.9237 9.4888 1.9832 1.8625 9.38  ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1916,"[1.959  2.0373 9.5936 1.9514 2.0148 9.4964 1.9572 2.1366 9.6051 1.9237
 1.9983 9.3084 1.9485 1.9187 9.253  1.9128 2.0781 9.249 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
494,"[2.0288 1.9775 9.5627 1.9655 1.928  9.6223 2.049  2.067  9.6026 1.9994
 1.9892 9.2952 1.9286 1.9308 9.2555 1.9978 1.9805 9.3948]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
518,"[1.9102 2.0307 9.6646 1.9962 2.0151 9.6162 1.8336 2.0177 9.6017 2.0987
 1.9073 9.4876 2.1076 1.8662 9.5784 2.1728 1.9729 9.4733]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
590,"[2.0279 1.9194 9.6445 2.0265 1.9426 9.5472 1.9364 1.932  9.683  2.0605
 1.8856 9.3873 2.0597 1.7857 9.3914 1.9837 1.9174 9.3317]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
862,"[2.0129 1.9958 9.6492 2.1013 1.9865 9.695  2.0274 2.0097 9.5513 2.0304
 2.0019 9.3613 1.9733 2.0546 9.2982 2.0072 1.9049 9.3541]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
602,"[2.0038 2.0139 9.6772 1.9043 2.0093 9.6867 2.0448 1.9316 9.7165 2.0319
 1.9852 9.3635 2.0728 1.8997 9.3315 2.0235 1.983  9.4631]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
553,"[2.03   1.9915 9.4216 1.9822 2.0558 9.3619 2.0607 1.9128 9.3681 2.0149
 2.0157 9.6842 1.927  1.9771 9.712  2.0254 2.0068 9.5851]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1144,"[1.9715 1.9916 9.5923 2.0515 2.0107 9.6492 1.8884 2.0037 9.6465 2.0802
 1.9649 9.3514 2.0842 2.0512 9.3011 2.0384 1.9803 9.4409]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
352,"[1.9571 1.9754 9.3098 1.9741 1.9625 9.4075 1.9243 1.8897 9.2701 2.0236
 1.9606 9.5627 2.0475 1.8683 9.5927 1.9681 2.0052 9.6329]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
816,"[2.0423 2.0821 9.3131 2.0307 2.0454 9.4054 2.1317 2.055  9.2775 2.053
 2.0347 9.5823 2.1134 2.1111 9.6049 1.9851 2.0233 9.6549]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
370,"[2.0517 1.9688 9.6619 1.9944 2.0391 9.704  2.0485 1.9784 9.5624 2.0217
 2.0504 9.3708 1.9393 2.0265 9.3193 2.083  2.1038 9.3127]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1995,"[1.9696 1.9917 9.291  1.8822 1.9878 9.2426 1.9531 1.9955 9.3895 1.9893
 1.9914 9.5694 2.0698 1.9456 9.6071 1.9114 1.9775 9.6305]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1401,"[2.0092 1.8984 9.619  2.0341 1.9796 9.6718 2.03   1.8164 9.6723 2.0749
 1.944  9.3579 2.0493 1.9449 9.4546 2.0573 1.8534 9.3196]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1932,"[2.0418 2.0814 9.6566 1.9852 2.1636 9.6622 2.0493 2.0525 9.5612 2.0873
 1.9478 9.4278 2.1542 1.9472 9.3535 2.0568 1.8543 9.446 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
547,"[2.0055 1.9846 9.6728 1.9802 2.0813 9.6766 1.9532 1.9338 9.7413 2.0063
 1.8833 9.3768 2.0999 1.9117 9.3562 1.9851 1.9049 9.4721]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
642,"[2.1112 2.0228 9.6815 2.0729 2.114  9.6962 2.0903 1.9925 9.5885 2.0316
 1.9752 9.4397 2.0724 2.0427 9.3781 1.972  1.9142 9.3874]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
868,"[2.0226 1.8806 9.6792 2.0276 1.978  9.701  2.0582 1.8273 9.7559 2.0305
 1.9702 9.3883 2.0652 1.9748 9.482  1.9798 1.8849 9.3757]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1538,"[1.9331 2.0384 9.2945 1.9641 2.0568 9.3878 2.0115 2.0397 9.2324 2.0125
 2.0609 9.5595 2.0011 1.9687 9.5966 1.9609 2.1259 9.6154]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
754,"[2.0732 1.911  9.5732 2.0011 1.8552 9.6143 2.1561 1.9044 9.6286 2.0109
 2.0263 9.3324 2.044  1.9635 9.4028 2.0771 2.1001 9.3196]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
423,"[1.9809 2.0506 9.6306 2.0425 2.1187 9.6702 2.0034 2.0373 9.5341 1.9784
 1.9845 9.3525 1.9817 1.9015 9.2968 1.8846 2.0191 9.3553]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1568,"[1.9997 2.0423 9.6144 1.9931 2.0311 9.5153 1.9707 1.9579 9.6595 1.9671
 2.0139 9.3336 1.8809 1.9989 9.2853 2.0335 1.9445 9.3057]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
79,"[2.0563 1.9235 9.3812 2.0783 1.9259 9.4787 2.1187 1.9837 9.3314 2.0941
 1.9169 9.675  2.0724 2.0129 9.6926 2.1673 1.8875 9.7364]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
595,"[2.0213 2.1336 9.6133 1.962  2.0886 9.6801 2.1053 2.1638 9.6584 2.0403
 2.1377 9.3155 2.021  2.1375 9.4136 1.9671 2.0898 9.267 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1887,"[1.9565 2.0119 9.3816 2.0307 1.9524 9.3507 1.9502 2.0915 9.3213 2.0208
 1.9617 9.6798 2.0524 2.0445 9.7261 1.9874 1.9853 9.5885]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
230,"[2.0257 1.8678 9.3467 2.11   1.9107 9.3141 2.0175 1.8813 9.4454 2.0184
 1.8897 9.6253 2.0782 1.9494 9.6788 2.0099 1.8013 9.6712]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1553,"[2.0653 1.8862 9.6754 2.1207 1.9576 9.7181 2.0961 1.7965 9.7072 2.042
 2.0654 9.4837 2.0694 2.1547 9.5195 2.0674 1.9941 9.5491]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1481,"[2.0888 1.88   9.581  2.0973 1.9776 9.6007 2.1327 1.8273 9.6538 2.0056
 1.8792 9.3355 2.0773 1.9355 9.2945 2.0191 1.8749 9.4345]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1598,"[2.001  1.9897 9.383  2.0231 2.0577 9.3131 1.9017 1.9808 9.3907 2.0745
 1.9861 9.6518 2.0456 1.9779 9.5564 2.0723 2.0822 9.6793]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
247,"[2.0205 2.0571 9.3072 2.046  2.0633 9.4037 2.0315 1.9628 9.2758 1.9939
 1.9814 9.5931 1.9818 1.8998 9.6497 1.9659 2.0623 9.6448]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
625,"[2.0983 1.8964 9.3569 2.1844 1.9451 9.3421 2.0921 1.8195 9.2932 2.0118
 1.9034 9.6126 2.0372 1.891  9.5166 2.0327 1.997  9.6408]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1430,"[2.0917 1.9047 9.6308 2.1688 1.9599 9.6627 2.0992 1.8123 9.6683 2.0441
 1.9268 9.3666 2.0635 1.9219 9.4646 2.08   1.8451 9.3214]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1743,"[2.0063 2.0296 9.3485 1.9483 1.9596 9.3066 2.1023 2.0086 9.3301 2.0139
 2.0159 9.6355 2.1009 1.9924 9.6788 2.0285 2.0322 9.538 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1451,"[2.0911 1.9316 9.6078 2.1795 1.9275 9.6543 2.0368 2.0064 9.6462 2.0408
 1.9647 9.3296 2.093  1.9002 9.2736 2.0505 1.9404 9.4261]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1282,"[2.03   1.8856 9.6581 2.1267 1.8775 9.6339 1.9804 1.9297 9.5833 2.0091
 1.9789 9.3998 2.0379 1.9442 9.3106 1.9096 1.9886 9.4013]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1653,"[1.9959 1.9601 9.6277 1.9022 1.9577 9.6625 2.0526 1.8966 9.6803 2.0403
 2.0719 9.3813 2.0264 2.0446 9.4765 1.9767 2.0218 9.3226]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
22,"[2.0268 1.9415 9.6033 2.1149 1.945  9.6505 1.9602 1.8935 9.6604 2.0016
 1.9965 9.3259 1.9345 1.9386 9.2796 1.9992 1.9781 9.4242]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
620,"[2.0292 1.8605 9.3637 2.0693 1.879  9.4535 2.0785 1.7852 9.3201 2.1297
 1.9299 9.6135 2.2028 1.9045 9.6769 2.0858 2.0139 9.6452]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1804,"[1.9344 1.9659 9.304  1.9666 1.9763 9.3981 1.8346 1.9594 9.3035 2.0108
 2.0115 9.5735 2.1019 2.0408 9.6025 1.9416 2.0593 9.6276]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
185,"[2.0273 1.9072 9.6495 2.0608 1.9913 9.6921 2.0638 1.8281 9.6987 2.0141
 1.9482 9.3688 2.0059 2.0446 9.3435 2.0089 1.9393 9.4683]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1835,"[2.0586 2.0065 9.3549 2.0888 2.0836 9.2988 2.1044 1.923  9.3243 2.0658
 2.0441 9.62   2.0999 2.0253 9.5279 2.074  1.9617 9.676 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1483,"[1.9927 1.9265 9.5805 1.913  1.8676 9.5937 2.0636 1.9019 9.6466 1.9907
 2.0407 9.3226 2.0574 1.9925 9.2658 1.9917 2.0024 9.415 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1885,"[1.9952 2.0377 9.3807 2.0654 1.9864 9.3313 1.9934 2.132  9.3476 2.0598
 1.9591 9.6384 2.0121 1.8718 9.6495 2.0496 1.9908 9.5441]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
178,"[2.023  2.0387 9.6562 2.1229 2.0361 9.6589 1.9914 2.1314 9.6766 1.9671
 2.0151 9.3546 1.9783 1.9257 9.311  1.9788 2.0056 9.4534]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1083,"[2.0553 1.9916 9.6081 2.0265 1.9162 9.6673 2.1118 2.0553 9.6604 1.9828
 2.0812 9.3573 2.0042 2.0454 9.4482 2.0678 2.0993 9.3078]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
380,"[2.0583 1.9434 9.6684 1.9908 1.8816 9.7088 2.0416 1.9512 9.5701 1.9924
 1.9932 9.4011 2.0651 1.9493 9.3483 1.9049 1.9494 9.3802]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
689,"[2.011  1.906  9.6298 1.9735 1.9658 9.7006 2.1094 1.9218 9.6215 1.9556
 2.0243 9.3521 1.9337 1.9382 9.3064 1.9271 2.0194 9.4479]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
337,"[1.9579 1.9361 9.6433 2.     1.9197 9.5541 1.9619 2.0337 9.6647 2.0227
 1.9096 9.3639 2.1143 1.8696 9.3608 1.9663 1.8692 9.2919]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1851,"[2.1011 1.9242 9.5887 2.1435 1.9929 9.6477 2.0944 1.8375 9.638  2.0973
 2.0174 9.3476 2.1087 1.9733 9.4366 2.044  1.9579 9.2875]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
361,"[2.0954 1.9867 9.6678 2.147  1.9166 9.7171 2.0854 1.9597 9.5721 2.084
 1.9319 9.3876 2.1699 1.8818 9.3774 2.0858 2.0133 9.3296]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1038,"[2.0069 1.9101 9.5648 2.0946 1.9033 9.6124 1.938  1.857  9.614  1.9619
 1.9837 9.2996 1.9824 1.9573 9.3938 1.8815 1.9336 9.2676]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
769,"[2.0093 1.9711 9.6188 2.0196 1.8865 9.6712 2.0363 2.0489 9.6755 2.0548
 2.0238 9.3726 2.1463 1.9872 9.3555 2.033  2.015  9.4698]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
40,"[2.0584 1.9282 9.5594 2.02   1.8391 9.5836 2.0292 1.9964 9.6265 2.1264
 1.9655 9.3064 2.0777 2.0396 9.2601 2.0889 1.9532 9.3982]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1079,"[2.0563 1.8865 9.6586 2.068  1.8596 9.563  2.0865 1.981  9.6706 2.1228
 1.9227 9.3948 2.2185 1.9451 9.3764 2.0636 1.9876 9.3471]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
847,"[2.0347 1.9979 9.3536 2.022  2.0267 9.4485 1.9466 1.9994 9.3063 1.967
 2.0526 9.6305 2.053  2.0542 9.6814 1.8926 2.084  9.6895]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
177,"[2.0282 1.7856 9.2877 2.0218 1.6889 9.3124 1.9673 1.8045 9.2106 1.9749
 1.9779 9.4428 2.0074 1.8964 9.3947 2.018  1.9827 9.533 ]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
249,"[2.031  2.0266 9.3619 1.9579 2.03   9.2937 2.1106 1.9801 9.3231 2.0289
 1.9045 9.6241 1.9404 1.9349 9.6591 2.0493 1.9526 9.5388]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1681,"[1.9756 1.8897 9.299  1.8882 1.8419 9.2901 1.9848 1.9255 9.3919 2.0017
 1.9623 9.5655 2.0483 1.8877 9.6131 1.9461 2.0138 9.6307]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1257,"[1.9788 1.9486 9.6474 1.9046 1.9036 9.6972 2.062  1.9468 9.7029 1.9883
 2.0316 9.3767 2.0597 1.9678 9.4056 1.9435 2.0702 9.4573]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1962,"[2.0451 1.8822 9.3671 2.0534 1.9023 9.4647 2.0341 1.9676 9.3163 2.1006
 1.9157 9.6386 2.1562 1.9984 9.646  2.1424 1.8425 9.6925]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1019,"[2.113  1.9416 9.6157 2.2077 1.9414 9.6478 2.0615 1.8703 9.6632 1.9951
 1.9217 9.3112 2.0675 1.8734 9.262  2.0197 1.9292 9.4078]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1404,"[2.0074 1.9779 9.5975 2.064  1.9201 9.6563 1.9113 1.9674 9.6231 2.0088
 1.9568 9.3071 1.9153 1.9561 9.2718 2.0073 1.9775 9.4049]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1609,"[1.9952 1.9704 9.6802 1.949  2.0548 9.7073 1.9464 1.8919 9.7185 2.0127
 1.9924 9.3914 2.002  2.0226 9.4861 2.0945 1.9354 9.3835]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
693,"[2.0107 1.9228 9.6076 1.9275 1.8781 9.6406 2.0254 2.0075 9.6586 2.087
 1.9704 9.3231 2.0046 1.9351 9.2787 2.0736 1.9712 9.4222]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
1909,"[2.0554 1.9483 9.3673 2.0059 2.0087 9.3048 2.0754 1.9974 9.4521 2.0324
 1.918  9.6384 2.0213 1.8789 9.7297 2.0316 1.8446 9.5704]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
422,"[2.0118 2.1256 9.6526 2.0979 2.1619 9.6882 2.0307 2.0642 9.576  2.0766
 1.9559 9.4286 2.0433 1.8771 9.3768 2.1102 2.0257 9.3653]","['O', 'H', 'H', 'O', 'H', 'H']",2.0
